Level,Degree,Term,Course,CourseID,Type,CreditHours,Grade
G,M1,1,CourseM4,CM4,Major,4,72
G,M1,1,CourseM11,CM11,Minor,4,82
G,M1,1,CourseM20,CM20,Major,2,98
G,M1,1,CourseM14,CM14,Major,2,95
G,M1,1,CourseM7,CM7,Minor,3,69
G,M1,2,CourseM2,CM2,Major,3,67
G,M1,2,CourseM15,CM15,Minor,1,65
G,M1,2,CourseM41,CM41,Minor,1,50
G,M1,2,CourseM18,CM18,Major,3,79
G,M1,2,CourseM35,CM35,Minor,3,88
G,M1,3,CourseM34,CM34,Major,3,83
G,M1,3,CourseM17,CM17,Minor,1,50
G,M1,3,CourseM2,CM2,Major,3,91
G,M1,3,CourseM3,CM3,Minor,1,56
G,M1,4,CourseM34,CM34,Major,1,95
G,M1,4,CourseM21,CM21,Minor,4,76
G,M1,4,CourseM24,CM24,Major,4,86
G,M1,4,CourseM31,CM31,Minor,2,80
G,D2,1,CourseD30,CD30,Major,3,52
G,D2,1,CourseD31,CD31,Minor,1,76
G,D2,1,CourseD42,CD42,Major,2,80
G,D2,1,CourseD29,CD29,Minor,1,67
G,D2,2,CourseD28,CD28,Major,2,65
G,D2,2,CourseD3,CD3,Minor,1,59
G,D2,2,CourseD2,CD2,Major,2,70
G,D2,2,CourseD19,CD19,Minor,1,67
G,D2,3,CourseD18,CD18,Major,3,57
G,D2,3,CourseD31,CD31,Minor,1,88
G,D2,3,CourseD26,CD26,Major,3,87
G,D2,3,CourseD15,CD15,Minor,4,72
G,D2,4,CourseD42,CD42,Major,4,85
G,D2,4,CourseD13,CD13,Minor,1,82
G,D2,4,CourseD40,CD40,Major,3,53
G,D2,4,CourseD1,CD1,Minor,2,98
