Level,Degree,Term,Course,CourseID,Type,CreditHours,Grade
U,BS1,1,CourseBS32,CBS32,Major,1,84
U,BS1,1,CourseBS23,CBS23,Minor,2,73
U,BS1,1,CourseBS10,CBS10,Major,2,96
U,BS1,1,CourseBS9,CBS9,Minor,1,69
U,BS1,2,CourseBS12,CBS12,Major,3,97
U,BS1,2,CourseBS33,CBS33,Minor,3,54
U,BS1,2,CourseBS14,CBS14,Major,3,68
U,BS1,2,CourseBS13,CBS13,Minor,1,72
U,BS1,3,CourseBS30,CBS30,Major,3,93
U,BS1,3,CourseBS13,CBS13,Minor,2,58
U,BS1,3,CourseBS26,CBS26,Major,3,58
U,BS1,3,CourseBS37,CBS37,Minor,2,70
U,BS1,4,CourseBS36,CBS36,Major,1,100
U,BS1,4,CourseBS39,CBS39,Minor,4,96
U,BS1,4,CourseBS14,CBS14,Major,4,89
U,BS1,4,CourseBS9,CBS9,Minor,4,82
U,BS1,5,CourseBS8,CBS8,Major,1,53
U,BS1,5,CourseBS1,CBS1,Minor,1,74
U,BS1,5,CourseBS2,CBS2,Major,4,58
U,BS1,5,CourseBS39,CBS39,Minor,1,55
U,BS1,6,CourseBS24,CBS24,Major,2,100
U,BS1,6,CourseBS31,CBS31,Minor,3,65
U,BS1,6,CourseBS30,CBS30,Major,1,82
U,BS1,6,CourseBS9,CBS9,Minor,4,68
