Level,Degree,Term,Course,CourseID,Type,CreditHours,Grade
U,BS5,1,CourseBS24,CBS24,Major,4,80
U,BS5,1,CourseBS21,CBS21,Minor,2,94
U,BS5,1,CourseBS14,CBS14,Major,1,94
U,BS5,1,CourseBS41,CBS41,Minor,1,72
U,BS5,2,CourseBS14,CBS14,Major,3,73
U,BS5,2,CourseBS37,CBS37,Minor,4,51
U,BS5,2,CourseBS12,CBS12,Major,3,70
U,BS5,2,CourseBS3,CBS3,Minor,4,57
U,BS5,3,CourseBS38,CBS38,Major,1,73
U,BS5,3,CourseBS5,CBS5,Minor,1,70
U,BS5,3,CourseBS26,CBS26,Major,4,78
U,BS5,3,CourseBS37,CBS37,Minor,4,62
U,BS5,4,CourseBS2,CBS2,Major,2,52
U,BS5,4,CourseBS7,CBS7,Minor,4,95
U,BS5,4,CourseBS22,CBS22,Major,4,65
U,BS5,4,CourseBS41,CBS41,Minor,4,50
U,BS5,5,CourseBS16,CBS16,Major,1,58
U,BS5,5,CourseBS3,CBS3,Minor,2,65
U,BS5,5,CourseBS30,CBS30,Major,2,69
U,BS5,5,CourseBS31,CBS31,Minor,3,51
U,BS5,6,CourseBS32,CBS32,Major,4,67
U,BS5,6,CourseBS35,CBS35,Minor,2,52
U,BS5,6,CourseBS28,CBS28,Major,4,85
U,BS5,6,CourseBS31,CBS31,Minor,1,69
U,BS5,7,CourseBS12,CBS12,Major,3,82
U,BS5,7,CourseBS17,CBS17,Minor,4,58
U,BS5,7,CourseBS38,CBS38,Major,3,51
U,BS5,7,CourseBS39,CBS39,Minor,4,80
U,BS5,8,CourseBS44,CBS44,Major,4,81
U,BS5,8,CourseBS1,CBS1,Minor,4,50
U,BS5,8,CourseBS34,CBS34,Major,3,75
U,BS5,8,CourseBS22,CBS22,Major,2,54
U,BS5,8,CourseBS27,CBS27,Minor,3,62
